vehicle_id,model,chemistry,capacity_kwh,cycle_number,odometer_km,avg_temperature_c,max_temperature_c,fast_charge_ratio,depth_of_discharge,c_rate,internal_resistance_mohm,cell_voltage_variance,cumulative_kwh_throughput,state_of_health,remaining_useful_life_cycles,is_anomaly
EV-101,Tesla Model Y Long Range,NMC 811,78.1,184,7167,43.22,51.94,0.297,0.89,1.12,2.187,0.0125,23672.3,88.93,314,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,185,8042,37.42,49.38,0.336,0.84,1.17,2.189,0.013,22446.5,88.88,314,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,186,7319,43.14,49.62,0.345,0.925,1.19,2.192,0.0132,24845.2,88.8,312,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,187,7273,41.57,49.9,0.366,0.845,1.22,2.194,0.0135,22844.2,88.73,310,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,188,7958,36.45,44.41,0.258,0.934,1.06,1.796,0.0122,25377.0,88.69,310,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,189,7829,42.19,47.65,0.404,0.898,1.28,2.199,0.014,24511.9,88.61,308,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,190,8104,38.0,44.11,0.386,0.875,1.25,1.801,0.0138,24018.9,88.55,307,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,191,8052,35.11,48.88,0.395,0.878,1.26,2.202,0.0139,24232.7,88.51,307,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,192,7981,38.39,43.63,0.288,0.886,1.1,1.804,0.0127,24576.2,88.45,306,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,193,8241,40.66,54.14,0.417,0.921,1.3,2.207,0.0142,25684.5,88.38,305,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,194,8067,45.8,56.41,0.335,0.865,1.17,2.21,0.0133,24254.3,88.29,303,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,195,7970,43.67,53.6,0.338,0.92,1.18,2.213,0.0134,25929.5,88.21,301,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,196,8473,41.56,50.27,0.32,0.829,1.15,2.215,0.0132,23466.0,88.15,300,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,197,7582,34.41,43.83,0.315,0.873,1.14,1.816,0.0131,24845.9,88.11,300,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,198,8522,37.98,46.17,0.403,0.834,1.28,2.218,0.0142,23866.7,88.06,299,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,199,8210,43.52,55.2,0.4,0.867,1.27,2.221,0.0142,24931.7,87.98,297,1
EV-101,Tesla Model Y Long Range,NMC 811,78.1,200,8327,40.39,44.68,0.381,0.953,1.24,1.823,0.014,27543.6,87.9,295,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,201,8646,36.83,44.67,0.409,0.889,1.29,1.825,0.0144,25804.4,87.85,295,0
EV-101,Tesla Model Y Long Range,NMC 811,78.1,202,8442,35.74,43.79,0.275,0.898,1.08,1.827,0.0128,26204.2,87.81,294,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,1,38,33.69,41.28,0.37,0.645,1.0,1.401,0.0085,156.4,99.96,756,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,2,79,29.09,35.67,0.2,0.668,0.75,1.402,0.0064,323.6,99.93,865,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,3,117,30.64,37.0,0.319,0.667,0.93,1.403,0.0079,484.7,99.9,900,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,4,157,32.11,44.4,0.366,0.593,1.0,1.404,0.0085,575.3,99.87,951,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,5,209,30.93,35.29,0.417,0.682,1.08,1.406,0.0091,826.2,99.84,945,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,6,259,30.6,42.65,0.325,0.693,0.94,1.407,0.008,1007.3,99.81,953,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,7,267,30.71,40.02,0.329,0.65,0.94,1.408,0.008,1103.4,99.79,971,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,8,328,27.96,41.3,0.34,0.652,0.96,1.408,0.0082,1264.8,99.76,985,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,9,349,34.63,43.52,0.388,0.667,1.03,1.41,0.0088,1454.2,99.72,971,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,10,385,31.29,42.03,0.198,0.628,0.75,1.41,0.0065,1522.3,99.7,996,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,11,480,30.15,41.08,0.311,0.714,0.92,1.411,0.0079,1902.7,99.67,997,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,12,497,37.25,47.42,0.353,0.655,0.98,1.813,0.0084,1906.0,99.63,973,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,13,502,33.69,41.63,0.398,0.692,1.05,1.414,0.009,2179.9,99.6,966,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,14,594,29.67,41.5,0.285,0.686,0.88,1.415,0.0076,2329.1,99.58,975,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,15,641,34.54,46.62,0.33,0.685,0.94,1.816,0.0082,2491.0,99.54,970,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,16,608,29.6,34.81,0.281,0.695,0.87,1.417,0.0076,2694.9,99.52,977,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,17,670,35.26,43.14,0.288,0.613,0.88,1.418,0.0077,2526.0,99.49,981,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,18,756,28.82,33.56,0.3,0.618,0.9,1.419,0.0078,2693.8,99.47,993,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,19,724,33.67,42.86,0.308,0.724,0.91,1.42,0.0079,3333.2,99.43,989,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,20,824,26.35,34.34,0.326,0.622,0.94,1.421,0.0082,3012.9,99.41,999,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,21,822,33.77,47.32,0.412,0.673,1.07,1.822,0.0092,3426.3,99.38,995,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,22,959,32.84,46.11,0.385,0.649,1.03,1.823,0.0089,3458.8,99.35,998,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,23,984,25.63,32.48,0.305,0.648,0.91,1.423,0.008,3611.4,99.33,1005,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,24,951,32.3,42.4,0.337,0.599,0.96,1.424,0.0084,3483.7,99.31,1014,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,25,1056,32.23,38.05,0.293,0.65,0.89,1.425,0.0078,3935.6,99.28,1020,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,26,1063,27.78,34.35,0.294,0.661,0.89,1.426,0.0079,4165.8,99.26,1025,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,27,1158,31.69,45.2,0.354,0.697,0.98,1.827,0.0086,4562.3,99.23,1026,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,28,1133,32.13,38.25,0.321,0.648,0.93,1.428,0.0082,4395.8,99.21,1030,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,29,1218,28.29,40.52,0.28,0.636,0.87,1.429,0.0077,4466.5,99.18,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,30,1170,29.39,37.9,0.387,0.663,1.03,1.429,0.009,4823.9,99.16,1038,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,31,1290,31.03,35.26,0.374,0.669,1.01,1.43,0.0089,5024.0,99.13,1039,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,32,1311,31.93,39.84,0.336,0.61,0.95,1.431,0.0084,4732.2,99.11,1045,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,33,1279,35.76,46.69,0.302,0.705,0.9,1.832,0.008,5642.1,99.07,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,34,1308,29.28,39.06,0.315,0.665,0.92,1.433,0.0082,5482.7,99.05,1039,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,35,1344,28.92,33.62,0.313,0.626,0.92,1.434,0.0082,5308.7,99.03,1044,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,36,1508,32.6,42.0,0.281,0.638,0.87,1.435,0.0078,5563.3,99.0,1048,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,37,1529,33.72,47.66,0.243,0.668,0.81,1.836,0.0074,5985.7,98.98,1049,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,38,1662,35.69,40.29,0.282,0.648,0.87,1.437,0.0079,5972.2,98.95,1046,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,39,1658,32.07,37.04,0.369,0.629,1.0,1.438,0.0089,5942.1,98.92,1049,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,40,1576,26.75,38.71,0.272,0.696,0.86,1.439,0.0078,6744.4,98.9,1050,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,41,1579,34.23,43.44,0.288,0.647,0.88,1.439,0.008,6427.0,98.87,1050,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,42,1774,32.43,44.69,0.349,0.64,0.97,1.44,0.0087,6519.3,98.85,1052,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,43,1788,25.28,33.25,0.303,0.616,0.9,1.441,0.0082,6423.2,98.83,1056,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,44,1896,31.66,40.63,0.368,0.681,1.0,1.442,0.009,7266.0,98.8,1056,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,45,1923,34.08,46.76,0.346,0.653,0.97,1.843,0.0087,7125.2,98.77,1055,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,46,1939,30.39,38.42,0.328,0.641,0.94,1.444,0.0085,7147.0,98.75,1057,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,47,2046,34.56,39.88,0.344,0.656,0.96,1.445,0.0087,7472.5,98.72,1055,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,48,1968,30.67,42.32,0.366,0.73,1.0,1.446,0.009,8494.9,98.69,1052,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,49,2145,28.82,33.08,0.289,0.647,0.88,1.447,0.0081,7685.0,98.67,1055,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,50,2051,31.35,39.67,0.333,0.672,0.95,1.447,0.0086,8137.4,98.64,1055,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,51,1984,27.11,37.3,0.295,0.652,0.89,1.448,0.0082,8058.4,98.62,1058,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,52,2192,31.48,45.43,0.372,0.636,1.01,1.849,0.0091,8010.6,98.6,1059,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,53,2272,29.78,38.87,0.312,0.647,0.92,1.45,0.0084,8313.4,98.57,1061,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,54,2190,34.16,44.39,0.351,0.61,0.98,1.451,0.0089,7986.7,98.55,1061,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,55,2343,26.99,39.27,0.274,0.65,0.86,1.452,0.008,8658.2,98.53,1063,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,56,2215,29.72,38.53,0.252,0.655,0.83,1.452,0.0077,8895.0,98.5,1065,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,57,2499,26.57,30.69,0.315,0.668,0.92,1.453,0.0085,9228.6,98.48,1066,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,58,2497,31.35,40.83,0.352,0.626,0.98,1.454,0.0089,8806.1,98.46,1068,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,59,2375,29.99,41.37,0.341,0.628,0.96,1.455,0.0088,8984.0,98.43,1070,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,60,2623,23.99,35.84,0.298,0.63,0.9,1.456,0.0083,9161.7,98.41,1072,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,61,2332,29.13,35.68,0.309,0.688,0.91,1.457,0.0084,10163.6,98.39,1072,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,62,2688,35.22,45.59,0.434,0.654,1.1,1.858,0.0099,9821.7,98.35,1067,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,63,2587,32.24,37.74,0.407,0.703,1.06,1.459,0.0096,10735.8,98.32,1065,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,64,2459,31.18,36.03,0.305,0.649,0.91,1.459,0.0084,10073.0,98.3,1066,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,65,2537,34.16,44.78,0.275,0.627,0.86,1.46,0.0081,9879.5,98.28,1066,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,66,2516,28.86,40.5,0.31,0.665,0.91,1.461,0.0085,10633.3,98.25,1067,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,67,2793,27.71,33.77,0.392,0.634,1.04,1.462,0.0095,10288.1,98.23,1067,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,68,2979,35.96,45.26,0.417,0.676,1.08,1.863,0.0098,11133.1,98.19,1061,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,69,2958,31.18,41.0,0.31,0.684,0.91,1.464,0.0085,11440.3,98.17,1061,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,70,2754,32.63,40.02,0.356,0.631,0.98,1.465,0.0091,10699.4,98.15,1062,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,71,2749,36.94,50.37,0.29,0.597,0.88,1.866,0.0083,10277.9,98.12,1060,1
EV-102,Ford F-150 Lightning,NMC 622,131.0,72,3088,30.25,40.71,0.287,0.663,0.88,1.467,0.0083,11562.2,98.09,1061,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,73,3114,30.56,42.98,0.334,0.665,0.95,1.468,0.0089,11761.1,98.07,1061,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,74,3228,33.89,43.34,0.423,0.625,1.08,1.469,0.01,11211.3,98.04,1059,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,75,3179,30.07,39.13,0.362,0.637,0.99,1.469,0.0092,11574.0,98.02,1060,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,76,3145,35.0,44.09,0.372,0.725,1.01,1.471,0.0094,13359.4,97.98,1055,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,77,2930,35.75,41.35,0.38,0.668,1.02,1.472,0.0095,12460.7,97.95,1050,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,78,3151,29.06,42.98,0.376,0.681,1.01,1.473,0.0094,12876.2,97.93,1050,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,79,3170,36.1,46.26,0.313,0.674,0.92,1.874,0.0087,12903.5,97.89,1046,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,80,3056,36.05,40.1,0.362,0.665,0.99,1.475,0.0093,12886.2,97.86,1042,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,81,3226,30.62,37.89,0.303,0.676,0.9,1.476,0.0086,13265.3,97.84,1042,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,82,3407,25.43,36.65,0.363,0.632,0.99,1.477,0.0093,12555.4,97.81,1043,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,83,3446,26.03,37.97,0.271,0.603,0.86,1.477,0.0083,12139.1,97.79,1045,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,84,3474,31.34,35.98,0.405,0.723,1.06,1.478,0.0099,14713.0,97.76,1043,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,85,3484,35.78,42.48,0.445,0.693,1.12,1.48,0.0104,14266.5,97.73,1037,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,86,3534,29.88,40.96,0.372,0.69,1.01,1.48,0.0095,14376.6,97.7,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,87,3618,28.65,33.53,0.285,0.65,0.88,1.481,0.0085,13715.4,97.68,1037,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,88,3758,32.1,40.31,0.249,0.662,0.82,1.482,0.008,14118.4,97.66,1038,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,89,3480,30.24,39.96,0.331,0.628,0.95,1.483,0.009,13535.2,97.63,1039,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,90,3869,28.63,32.89,0.397,0.614,1.04,1.484,0.0098,13391.9,97.61,1040,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,91,3934,32.55,39.15,0.349,0.603,0.97,1.484,0.0093,13304.1,97.59,1041,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,92,3762,32.62,44.65,0.335,0.645,0.95,1.485,0.0091,14386.5,97.57,1041,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,93,3874,36.48,48.13,0.341,0.709,0.96,1.886,0.0092,15990.5,97.53,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,94,3610,29.52,40.09,0.319,0.668,0.93,1.487,0.009,15221.4,97.51,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,95,3765,28.83,41.89,0.337,0.65,0.96,1.488,0.0092,14969.7,97.48,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,96,3928,35.73,47.5,0.301,0.647,0.9,1.889,0.0088,15057.3,97.45,1034,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,97,4246,32.29,36.5,0.221,0.683,0.78,1.49,0.0078,16051.9,97.43,1035,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,98,3876,31.66,36.18,0.328,0.677,0.94,1.491,0.0091,16088.0,97.41,1035,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,99,4123,32.9,41.54,0.382,0.619,1.02,1.492,0.0098,14843.7,97.38,1035,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,100,3950,29.79,35.3,0.275,0.632,0.86,1.492,0.0085,15317.9,97.36,1036,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,101,3879,28.62,41.22,0.352,0.691,0.98,1.493,0.0094,16908.1,97.33,1035,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,102,4172,37.03,41.84,0.345,0.668,0.97,1.495,0.0094,16505.1,97.3,1031,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,103,3952,24.73,35.24,0.364,0.683,1.0,1.495,0.0096,17059.7,97.27,1030,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,104,4442,31.13,39.72,0.292,0.698,0.89,1.496,0.0087,17598.3,97.25,1030,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,105,4119,29.73,41.3,0.31,0.632,0.91,1.497,0.009,16090.8,97.23,1030,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,106,4518,32.54,41.05,0.295,0.645,0.89,1.498,0.0088,16582.1,97.2,1031,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,107,4593,31.57,36.62,0.387,0.654,1.03,1.499,0.0099,16958.5,97.18,1031,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,108,4443,31.8,45.44,0.502,0.696,1.2,1.9,0.0113,18206.3,97.15,1028,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,109,4740,37.76,49.74,0.388,0.636,1.03,1.901,0.01,16807.6,97.11,1024,1
EV-102,Ford F-150 Lightning,NMC 622,131.0,110,4389,32.6,43.56,0.396,0.62,1.04,1.502,0.0101,16521.2,97.09,1024,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,111,4273,28.53,36.94,0.326,0.644,0.94,1.503,0.0092,17329.5,97.07,1024,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,112,4536,32.58,41.64,0.364,0.662,0.99,1.504,0.0097,17970.2,97.04,1024,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,113,4651,30.41,49.63,0.289,0.669,0.88,1.906,0.0338,18325.2,96.98,1010,1
EV-102,Ford F-150 Lightning,NMC 622,131.0,114,4460,33.18,37.98,0.392,0.674,1.04,1.507,0.0101,18612.8,96.96,1009,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,115,4936,37.21,44.35,0.356,0.665,0.98,1.508,0.0097,18545.8,96.92,1005,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,116,4641,30.01,38.95,0.36,0.593,0.99,1.508,0.0097,16661.0,96.9,1006,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,117,4971,30.26,37.74,0.37,0.631,1.0,1.509,0.0098,17895.1,96.88,1007,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,118,4817,35.95,43.48,0.322,0.693,0.93,1.51,0.0093,19812.8,96.84,1003,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,119,4571,32.78,40.03,0.344,0.66,0.97,1.511,0.0096,19045.0,96.82,1003,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,120,4761,30.39,36.67,0.303,0.665,0.9,1.512,0.0091,19333.9,96.8,1003,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,121,4818,26.67,32.79,0.411,0.687,1.07,1.513,0.0104,20136.6,96.77,1002,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,122,5213,32.27,44.98,0.349,0.672,0.97,1.514,0.0096,19860.7,96.74,1002,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,123,5003,31.75,41.36,0.282,0.681,0.87,1.515,0.0089,20309.9,96.72,1002,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,124,5438,31.69,41.16,0.375,0.69,1.01,1.516,0.01,20721.0,96.69,1001,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,125,5433,30.89,43.48,0.333,0.628,0.95,1.516,0.0095,19025.4,96.67,1002,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,126,5337,33.77,37.95,0.363,0.678,0.99,1.517,0.0099,20717.9,96.64,1000,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,127,5238,34.19,39.32,0.387,0.641,1.03,1.518,0.0102,19713.7,96.62,999,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,128,5095,30.41,34.53,0.323,0.65,0.93,1.519,0.0094,20151.2,96.59,999,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,129,5561,33.88,38.36,0.262,0.68,0.84,1.52,0.0087,21249.1,96.57,998,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,130,5001,36.31,49.23,0.299,0.685,0.9,1.921,0.0091,21575.5,96.54,995,1
EV-102,Ford F-150 Lightning,NMC 622,131.0,131,5387,32.39,46.34,0.379,0.637,1.02,1.922,0.0101,20217.9,96.51,995,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,132,5546,32.14,37.08,0.319,0.628,0.93,1.523,0.0094,20105.4,96.49,996,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,133,5534,26.67,35.02,0.375,0.737,1.01,1.524,0.0101,23753.3,96.46,994,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,134,5567,34.16,44.23,0.308,0.652,0.91,1.525,0.0093,21179.6,96.44,993,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,135,5658,28.22,36.06,0.292,0.68,0.89,1.526,0.0091,22241.0,96.41,993,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,136,5685,33.4,44.83,0.344,0.66,0.96,1.526,0.0098,21753.5,96.39,992,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,137,5433,30.35,34.81,0.337,0.651,0.95,1.527,0.0097,21607.1,96.36,992,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,138,5415,30.16,40.27,0.232,0.614,0.8,1.528,0.0084,20538.7,96.34,994,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,139,5526,34.87,44.59,0.332,0.657,0.95,1.529,0.0096,22115.7,96.31,992,0
EV-102,Ford F-150 Lightning,NMC 622,131.0,140,5415,33.41,38.28,0.313,0.652,0.92,1.53,0.0094,22104.9,96.29,992,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,1,39,43.64,56.46,0.321,0.636,1.11,1.602,0.0079,117.7,99.95,613,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,2,84,41.91,53.09,0.289,0.618,1.06,1.603,0.0075,228.6,99.91,701,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,3,115,42.19,54.19,0.365,0.67,1.17,1.604,0.0084,371.7,99.87,705,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,4,159,45.13,58.13,0.264,0.688,1.02,1.606,0.0072,508.9,99.83,688,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,5,205,42.93,55.81,0.298,0.699,1.07,1.608,0.0077,646.5,99.79,693,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,6,247,39.11,49.49,0.391,0.645,1.21,1.609,0.0088,715.6,99.75,727,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,7,304,32.25,37.09,0.352,0.681,1.16,1.209,0.0083,882.2,99.74,787,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,8,307,42.06,50.73,0.402,0.637,1.23,1.611,0.009,942.2,99.7,790,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,9,373,37.69,47.12,0.377,0.644,1.19,1.611,0.0087,1071.7,99.67,818,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,10,425,35.2,43.7,0.316,0.637,1.1,1.212,0.0079,1178.2,99.65,855,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,11,420,43.43,49.09,0.32,0.643,1.11,1.613,0.008,1309.2,99.62,851,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,12,513,34.8,54.45,0.479,0.661,1.35,1.615,0.0349,1466.4,99.56,804,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,13,537,39.1,51.52,0.281,0.66,1.05,1.616,0.0076,1587.2,99.53,820,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,14,549,41.28,46.63,0.384,0.655,1.2,1.618,0.0088,1695.3,99.5,823,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,15,581,34.4,39.87,0.317,0.676,1.1,1.218,0.008,1875.3,99.48,848,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,16,650,41.99,49.73,0.279,0.641,1.05,1.619,0.0076,1898.2,99.45,853,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,17,745,39.93,45.45,0.325,0.658,1.11,1.62,0.0082,2070.6,99.42,860,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,18,774,33.44,39.12,0.285,0.733,1.06,1.221,0.0077,2439.9,99.4,880,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,19,748,37.39,46.46,0.378,0.64,1.19,1.622,0.0088,2248.5,99.37,892,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,20,879,43.45,49.1,0.352,0.659,1.16,1.623,0.0085,2437.7,99.34,886,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,21,839,41.43,52.77,0.341,0.643,1.14,1.624,0.0084,2497.9,99.31,888,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,22,948,43.27,54.58,0.292,0.648,1.06,1.625,0.0078,2637.4,99.27,886,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,23,937,40.44,50.43,0.351,0.662,1.15,1.626,0.0085,2816.2,99.24,888,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,24,916,38.97,49.78,0.273,0.633,1.04,1.627,0.0076,2812.1,99.22,897,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,25,1028,38.66,45.68,0.279,0.655,1.05,1.628,0.0077,3027.4,99.19,906,0
EV-103,Rivian Commercial Van (EDV),LFP,100.0,26,1044,46.16,56.22,0.406,0.599,1.24,1.63,0.0093,2882.4,99.16,897,1
EV-103,Rivian Commercial Van (EDV),LFP,100.0,27,1156,33.09,43.11,0.351,0.663,1.15,1.23,0.0086,3311.3,99.14,912,0
